period,rgdp,ngdp,iy,cy,tby,nfay,reer,rir,pi,tau_a,tau_s,tau_i,tau_t,y,va,i,l,tbsm-1,tbsf-1
0,102.6405814376670094,100.1533704887482941,15.4774232782190673,77.0675540028587847,7.4550227189221348,-7.1889742350796704,129.0399890811056594,2.8788971191646473,100.0000000000000284,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,184.9435389856443521,102.9851086250206720,15.5011610779465112,69.0079513528349082,6.5855673150248810,0.8694554038972544
1,104.5429756114703537,102.2018532614890063,16.0326474303455733,77.4423381098949335,6.5250144597594586,0.2682216849686287,125.9622928659522216,3.1929014913788301,99.9999999999999716,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,188.2687900749351684,104.8367620891769150,16.3856628006936766,69.6575292823772827,5.9387006314369799,0.5863138283224791
2,106.6859464257520074,104.5001564276939519,16.7485880157459555,77.8517683575202284,5.3996436267337131,6.8559614345319124,122.9799627176449519,3.6061308264493386,100.0000000000000284,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,192.0312861153281290,106.9318937469049331,17.5023006758845199,70.4165681458927253,5.1663830819077052,0.2332605448260079
3,109.0096707947667625,107.0307417843200710,17.7619197702157585,78.3512360635697718,3.8868441662144728,12.3973430196200436,119.5850255281324195,2.5437967102106329,99.9999999999999716,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,196.1085221090149844,109.2022871545506888,19.0107144851977310,71.1844465926166805,4.1392660953590825,-0.2524219291446095
4,111.8196209431231978,109.7336070003923254,17.8497677882774894,78.2693449851055050,3.8808872266169678,16.2871223793652398,120.2919427546254809,4.0578369222300514,99.9999999999999716,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,201.1854163823783210,112.0293364858639222,19.5871940352710467,72.2834644481808226,4.1416736072267657,-0.2607863806097976
5,116.3236439976714820,114.2216285566386205,18.8180352911106858,77.8621775323762222,3.3197871765131812,20.1617924783109750,119.4687397012909287,3.4279504007023620,100.0000000000000711,1.0000000000000000,1.0000000000000000,0.9999999999999999,1.0000000000000000,209.2626799483834645,116.5271300843876929,21.4942663718696032,73.5311635923818301,3.7658585057657530,-0.4460713292525720
6,119.2744092993489886,117.2897523585372710,19.5445562436611979,78.0586960084898323,2.3967477478490076,23.6512177536348531,117.5197854449335324,2.7405671142978427,100.0000000000000284,1.0000000000000000,1.0000000000000000,0.9999999999999999,1.0000000000000000,214.5094864669795527,119.4487944053782513,22.9237616177652477,74.3622829540995554,3.1441409144953343,-0.7473931666463268
7,122.4722621865719674,120.3540102303489618,19.6686494601900144,77.9585161515993548,2.3728343882107197,26.0804613950490847,118.4024325840100147,2.9565530022607200,100.0000000000000284,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,220.2888333852222615,122.6670018292294060,23.6720083834885600,75.2899368747249014,3.1356222467901920,-0.7627878585794721
8,127.6203134241693959,125.0231051845301948,19.6333256625850190,77.1255760016589278,3.2410983357560390,28.2005031429300921,122.7731321961834681,3.1573503253683244,99.9999999999999716,1.0000000000000000,1.0000000000000000,0.9999999999999999,1.0000000000000000,229.7046880741833377,127.9101848204196870,24.5461933943550328,76.6525876121993264,3.7412121032398002,-0.5001137674837614
9,132.9109751335466569,129.9035286505649083,19.6720946808342951,76.3804948175181835,3.9474105016476058,31.2157784803896554,126.3420693161600639,2.8809121786359748,100.0000000000000284,1.0000000000000000,1.0000000000000000,0.9999999999999999,1.0000000000000000,239.3717857503074811,133.2932715166335242,25.5547451498838250,78.0068574075436629,4.2357425430309688,-0.2883320413833625
