period,rgdp,ngdp,iy,cy,tby,nfay,reer,rir,pi,tau_a,tau_s,tau_i,tau_t,y,va,i,l,tbsm-0,tbsf-0
0,279.8040378850472507,265.3670624017382806,17.1061095111088477,81.8806047138837130,1.0132857750074564,2.7132229353694024,105.2484036833688208,2.3900555246674671,95.0133175424130485,1.0000000000000000,0.9711947455155489,1.0000000000000608,1.0000000000000000,531.0936174373819085,279.8225512804909272,47.7764396349916467,181.0539734551460924,0.1274288811673976,0.8858568938400587
1,287.3348942889317641,269.6002129740780902,18.3811495712436965,80.5034695798663051,1.1153808488899084,3.7556637741404972,106.3473628326520526,2.7588734630550338,94.0314807404860460,1.0000000000000000,0.9426908406133149,1.0000000000018971,0.9999999999999999,545.4034853061498325,287.3621330115733485,52.7010932944080110,184.4975483958174038,0.1911588754702173,0.9242219734196911
2,296.2257190468596946,272.8277881199526291,20.7325897938197379,77.9691914258403642,1.2982187803400924,4.9462159255523268,108.2782083962528361,2.9868894553807701,92.3546865811096183,1.0000000000000000,0.9220309831733293,1.0000000002948857,0.9999999999999999,562.3137391488962749,296.2718058408386241,61.2467739845388479,189.9041658765984835,0.3046359605214123,0.9935828198186801
3,306.5893150956343902,276.1557014930083938,24.0049836148455249,74.4790152732959854,1.5160011118582599,6.3534506083305731,110.6422171990915615,2.4906170731344490,90.3814136515885309,1.0000000000000000,1.0044925382820331,1.0000000000000000,1.0000000000000000,582.0393520908194205,306.6648347866839117,73.3459770284233201,196.9616561453047154,0.4398883050195247,1.0761128068387353
4,314.5473553024783655,284.5145859457554707,24.3292827313051063,74.1941032280430761,1.4766140406518204,7.8284910861571353,110.1926913370801486,3.8246393967604320,90.7501203451863461,1.0000000000000000,0.9656918200841627,1.0000000000000033,0.9999999999999999,597.1360954484536023,314.6190053955183998,76.2757754626124438,198.5489926029116248,0.4152735552383631,1.0613404854134574
5,331.4032260313678080,297.4315453537036547,26.8710687398444428,71.6087719872586632,1.5201592728970448,9.2414309681954769,111.0304251799476560,3.0641863515326273,90.0654030982313571,1.0000000000000000,0.9464228677633278,1.0000000000047442,1.0000000000000000,629.1572608218149298,331.4903137591609266,88.7388855838527633,204.8349446622733581,0.4454516946172885,1.0747075782797562
6,349.1009037440411475,307.9095568390690119,30.0421637072197534,68.3513052185322181,1.6065310742479157,10.7139123654602813,112.9236937982983875,2.6476759735805766,88.5553745510818828,1.0000000000000000,1.0148927881022241,1.0000000000000000,1.0000000000000000,662.8126754755659249,349.2226752178745528,104.4574579518142343,212.5780672523736428,0.5069741210754087,1.0995569531725069
7,362.9646763415100281,321.1493270360537053,30.5966400988032028,67.8852002152879379,1.5181596859090896,12.1252754351830898,112.5778683662300210,3.1291690472126321,88.8274058225079699,1.0000000000000000,1.0727133292982676,1.0000000000000033,1.0000000000000000,689.1235229566790395,363.0853318697124337,110.6200309049794583,215.0228358422663177,0.4575948202735386,1.0605648656355511
8,371.2293081578578153,338.2210917453628554,28.8839874740819660,69.8363772295601706,1.2796352963578921,13.3601574924174908,109.4223551507738392,3.3157044140906811,91.3890035196275221,1.0000000000000000,1.0460241233841143,1.0000000000000033,1.0000000000000000,704.7195887986365506,371.3025854584351464,106.8966002605036891,212.3737684892390121,0.3051646947972899,0.9744706015606022
9,382.3335747799026763,356.1343730765868827,28.1950158068781711,70.7119235751365665,1.0930606179854656,14.3644190220262278,107.0994760206026939,2.7743246412456068,93.3711384178602373,1.0000000000000000,1.0267612480363764,1.0000000000000000,0.9999999999999999,725.7408904817888242,382.3782867568227175,107.5408787812991704,212.3191684389165630,0.1864889089779304,0.9065717090075351
10,399.9771418114006565,374.1817118081463036,28.5962086393817785,70.4270797496679393,0.9767116109502135,15.1200995247426437,106.6523580209813957,1.9539357156084014,93.7625776453318736,1.0000000000000000,1.0240031794602520,1.0000000000000000,1.0000000000000000,759.2215131161420913,400.0185538140872268,114.1199246929993336,215.4749037848643241,0.1215312430304925,0.8551803679197211
11,420.3132685179980967,390.5459119281937319,29.2075173918356441,69.8960362850946950,0.8964463230694762,15.7236839304831530,107.3559918380440763,2.3693885668605974,93.1480379323948142,1.0000000000000000,1.0813281656996168,1.0000000000000036,1.0000000000000000,797.8398664373931979,420.3657878944854929,122.4596542036874354,219.1836422524259831,0.0859988144814838,0.8104475085879924
