period,rgdp,ngdp,iy,cy,tby,nfay,reer,rir,pi,tau_a,tau_s,tau_i,tau_t,y,va,i,l,tbsm-1,tbsf-1
0,102.4997288309854468,100.5692872625594987,18.2171869359065717,77.5724763276367923,4.2103367364567132,-7.1592433395721740,120.5463804049332737,1.7178420127840877,99.9999999999999716,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,184.4243823844692258,102.6960182396054364,18.3208950607293453,68.7146594009132059,4.3605473050918420,-0.1502105686351292
1,105.3418726875451199,103.3960469320249871,17.9075323282366625,76.8990144982033570,5.1934531735600098,-2.9175586358132315,119.9629319626430828,1.3208901167958587,100.0000000000000284,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,189.5230761115256826,105.5352065140732378,18.5156805304711227,69.9779141583162385,5.0629039441346277,0.1305492294253825
2,108.6188722249521703,106.6756556507062754,17.0278430786644783,75.8337026588111769,7.1384542625244105,2.2350628713897800,119.0236170821145691,1.2230490896848467,100.0000000000000284,1.0000000000000000,1.0000000000000000,0.9999999999999999,1.0000000000000000,195.3946508919518124,108.8047706733762254,18.1645632473387337,71.6304875666713485,6.4597119184463052,0.6787423440781055
3,111.9546616785113002,109.9977793076034516,15.9087072827549250,74.7815088050406871,9.3097839122044181,9.2016009711931783,118.3290338301193430,3.2808004929945511,99.9999999999999716,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,201.3784202999252386,112.1368099857365905,17.4992247275774062,73.3748345913027151,8.0304151587633275,1.2793687534410907
4,113.9908327786700539,111.8532710851336560,16.5300997325464714,75.5724869645028718,7.8974133029505795,18.8015534702026201,120.1953011733979508,3.5821058410070439,99.9999999999999716,1.0000000000000000,1.0000000000000000,0.9999999999999999,1.0000000000000000,205.0962340906550310,114.2070605021151408,18.4894572644881663,73.9524282490028924,7.0129447407336416,0.8844685622169386
5,118.3823928253242741,116.1106773683405180,16.9138730188400750,75.1428463425267665,7.9432806386331363,26.6413189270606701,120.8247608139202640,1.3144730951591965,99.9999999999999716,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,213.0186188721828557,118.6186104365964127,19.6388125313962014,75.2494037200075354,7.0478249056045303,0.8954557330286055
6,121.9591193346932130,119.7682979023931011,15.4802733650519624,74.0791738545197802,10.4405527804282592,33.9691377233420582,118.9398349218616886,3.0142879355399943,99.9999999999999716,1.0000000000000000,1.0000000000000000,0.9999999999999999,1.0000000000000000,219.3958015306419895,122.1697204261916312,18.5404599199602522,76.9286677299034523,8.8519694588677655,1.5885833215604925
7,124.0855344508161124,121.8045390525974341,15.4616550088412978,74.6808397102806936,9.8575052808779553,44.9835386516637001,119.5641984604977353,5.3110150312500881,99.9999999999999716,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,223.2409425547017747,124.3108726297950000,18.8329976134219912,77.4189627516152967,8.4257336978281447,1.4317715830498112
8,127.0515511830783595,124.3968744802619142,17.0983550289125823,76.0440785161763841,6.8575664549110424,56.5501180525419613,123.4535011394967512,5.0455525987394001,100.0000000000000284,1.0000000000000000,1.0000000000000000,0.9999999999999999,1.0000000000000000,228.7121290246300589,127.3574820761355113,21.2698192435059283,77.3594783016591094,6.2645669870258516,0.5929994678851910
9,130.7258927345575046,127.7363241754477343,18.6347696726273071,76.9500879282233541,4.4151423991493868,64.8656266978598239,126.7779935175129822,3.7411919379603420,99.9999999999999716,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,235.4527464533070713,131.1109693398668128,23.8033697983752468,77.6308857191073116,4.5180278653742922,-0.1028854662249055
10,133.6407817196502492,130.5482168489971002,19.3093213519927964,77.5845960377860848,3.1060826102211911,70.3246215985869725,127.3302937458851716,2.5081853674685739,100.0000000000000284,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,240.7218393797993485,134.0450437626140570,25.2079747106692480,78.1363090838053580,3.5832491561540021,-0.4771665459328109
11,135.0659782972014398,132.0693750778891911,19.1915020027048691,78.3197405873611672,2.4887574099339411,74.4055035289243847,125.8050100398581463,3.5598311586303888,100.0000000000000284,1.0000000000000000,1.0000000000000000,0.9999999999999999,1.0000000000000000,243.2228255526619023,135.4377084325699911,25.3460967630329037,78.4201379719532667,3.1392723676083580,-0.6505149576744168
12,138.1558564478385733,135.1570594536692340,19.8077835798476833,78.7842387618059234,1.4079776583463477,77.8123710749761841,125.1163538737691709,3.8144108646388508,100.0000000000000284,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,248.7544111369596180,138.5179508967942468,26.7716178294688554,78.9330865062066636,2.3737317002447265,-0.9657540418983788
13,141.1641016899956469,138.0167854865300683,20.8303067053862385,79.5232229652949769,-0.3535296706812669,80.5380703488698231,126.2127218696832784,1.3248566077779911,99.9999999999999716,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,254.2118546535974986,141.5569076316899384,28.7493197217592176,79.2670217361408618,1.1424133656962798,-1.4959430363775466
14,146.3400807528820167,143.3976969269476456,19.0585504909333316,77.8700396194391686,3.0714098896275606,78.1981314049324538,122.5036626137611506,5.1719881152177072,100.0000000000000284,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,263.3827847870131791,146.6637053125518833,27.3295224716578602,81.1345666659665312,3.5513377832679676,-0.4799278936404068
15,150.6765584040209092,147.7214283182978534,20.9883403614445960,78.6183567680217550,0.3933028705336669,82.9710469695038313,121.9666870018628941,0.6956204197711591,100.0000000000000284,1.0000000000000000,1.0000000000000000,0.9999999999999999,1.0000000000000000,271.1556204200364277,150.9919793705792017,31.0042761622317471,81.2959593711960338,1.6607998694002961,-1.2674969988666291
16,154.1097040201943571,151.7415292845558952,18.8342156090136967,77.4186758744465209,3.7471085165397948,81.7203072966547239,115.8604028437770239,3.2003037439872317,99.9999999999999716,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,277.0953046275740803,154.2994700061891820,28.5793267938679243,82.6951410300707863,4.0128225626712464,-0.2657140461314512
17,157.9325021664126041,155.6448867394684044,18.9291581553669808,77.5102287467198892,3.5606130979130781,85.9906332706285212,114.7486834599107794,3.2134382716714427,100.0000000000000284,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,283.9272436295664761,158.1038093418515871,29.4622667716557771,83.1935916507460576,3.8801503800484829,-0.3195372821354055
18,161.8644573150664030,159.6587590707758864,19.0222184345785870,77.5987487317846814,3.3790328336367343,90.1052277345063004,113.6960315264855552,3.2118894169268719,99.9999999999999716,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,290.9574691690425539,162.0185637842738231,30.3706379003805509,83.6767479018629672,3.7513374179455115,-0.3723045843087772
19,165.8746621948732241,163.7554000820115334,19.1086482071588719,77.6903711996040869,3.2009805932369346,94.0730759713599838,112.6792426727101031,3.1919944689182245,99.9999999999999716,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,298.1296445742653987,166.0123624713526169,31.2914433218971446,84.1200407446990539,3.6252503960531102,-0.4242698028161757
20,169.9165116243515001,167.8924496015325190,19.1823145314819321,77.7931092582130077,3.0245762103050806,97.9055921915514489,111.6723333686295376,3.1447286088940762,100.0000000000000284,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,305.3592315847512282,170.0381305931939266,32.2056577571757430,84.4904874263523027,3.5004041752920787,-0.4758279649869983
21,173.9153415123328443,171.9981665985170309,19.2328370783747005,77.9184971862407991,2.8486657353844995,101.6191091713461105,110.6635355399543954,3.0822221526034310,100.0000000000000284,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,312.5118893360355514,174.0210609486619830,33.0801271596842668,84.7394100737891449,3.3759271917829383,-0.5272614563984388
22,177.8217943776663788,176.0273827855248214,19.2562888242125503,78.0722187654123303,2.6714924103751185,105.2227632255194862,109.6323508021907145,3.0335527114473848,99.9999999999999716,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,319.4986148696873443,177.9115925777349503,33.8963412388828687,84.8440015426829603,3.2504670031641201,-0.5789745927890011
23,181.6791857146947109,180.0218135560537007,19.2618351020752456,78.2447678023177957,2.4933970956069698,108.7006391055593895,108.5900641341501256,3.0118173907788259,100.0000000000000284,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,326.3980216238387015,181.7535010754393738,34.6755048749323933,84.8514199267805225,3.1243569944868126,-0.6309598988798428
24,185.5738691816237633,184.0641194886152618,19.2636536785553005,78.4206766195183604,2.3156697019262760,112.0274728239426452,107.5567813187355597,3.0057522095688016,100.0000000000000284,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,333.3661953163602334,185.6337021821027804,35.4574745247690473,84.8325198475034341,2.9986396128604937,-0.6829699109342180
25,189.5577925531042922,188.2040774662727642,19.2693340451870867,78.5913823028158447,2.1392836519970020,115.1891865094175671,106.5441093106558839,2.9458574858657549,99.9999999999999716,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,340.4970057152765435,189.6044669222206949,36.2656723736387860,84.8246062194992305,2.8740665458257482,-0.7347828938287461
26,193.4440100564242755,192.2656417486573730,19.2533481594573104,78.7859859683010910,1.9606658722417269,118.2332505666892501,105.5039451976803377,2.9484247332176139,100.0000000000000284,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,347.4538216497854251,193.4783435043882207,37.0175733968839040,84.7004911915459928,2.7478211142912712,-0.7871552420495441
27,197.4513041048006983,196.4558124379741741,19.2461369112135685,78.9699075334770555,1.7839555553093369,121.0985635210524123,104.4926941227484463,2.9467155870904538,99.9999999999999716,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,354.6312905176271215,197.4750898360605902,37.8101546318494570,84.6161226985630606,2.6231732777100349,-0.8392177224006983
28,201.5651630247593289,200.7605631659760661,19.2444924537992605,79.1460116867933436,1.6094958594074384,123.7910020725575038,103.5088734843597109,2.9339083662133225,99.9999999999999716,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,362.0034443619162516,201.5802457588820573,38.6353514286811759,84.5561730466616979,2.5003298550535438,-0.8908339956461052
29,205.7468962334252467,205.1424759690062274,19.2423675860596646,79.3203444915217801,1.4372879224185349,126.3224489166571800,102.5477170131612326,2.9176985022642432,99.9999999999999716,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,369.5008709388862371,205.7551593280298050,39.4742693011002999,84.4923996273560078,2.3792399788783807,-0.9419520564598459
30,209.9854185802250583,209.5903060873506263,19.2377956905204961,79.4944960486851500,1.2677082607943595,128.6970153955855665,101.6102650503032976,2.9146422546752815,100.0000000000000284,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,377.1038464601083433,209.9888474266835772,40.3205548722210452,84.4175346771355777,2.2601560481541947,-0.9924477873598353
31,214.3310488850066235,214.1519179929160543,19.2367526280826695,79.6613912811052387,1.1018560908121411,130.9036872936610223,100.7060129226672274,2.9038168637524953,100.0000000000000284,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,384.9029224245670093,214.3317333138023741,41.1958747125917100,84.3621026616609981,2.1438872187700708,-1.0420311279579295
