period,rgdp,ngdp,iy,cy,tby,nfay,reer,rir,pi,tau_a,tau_s,tau_i,tau_t,y,va,i,l,tbsm-0,tbsf-0
0,276.5568336524168558,336.3018441422472620,17.4411684617087417,83.8179104642507156,-1.2590789259595077,2.1409338442267294,82.9556222792298570,1.7178420127840877,120.5463804049332452,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,525.4834149749401604,276.8666483761867880,48.6575963373199087,178.1640505028941277,-1.3039986018104346,0.0449196758509270
1,282.1052300230255696,341.6962863339004457,17.7861255607474646,83.7252055839984024,-1.5715199419754702,0.8828425759965625,83.3590829800161828,1.3208901167958587,119.9629319626431112,1.0000000000000000,1.0000000000000000,1.0000000000000053,0.9555087160212131,536.3345489846576584,282.5838927624718053,50.6610913300152745,179.7695320093282589,-1.5320162224664551,-0.0395037195090152
2,286.0578944972494355,344.3783346075914551,18.0549569285360043,83.9727619538527392,-2.2112287918898135,-0.6923397126527573,84.0169392020827814,1.2230490896848467,119.0236170821145976,1.0000000000000000,0.9999999999999999,1.0000000000020290,0.8801868832607237,544.6375866570491553,286.9585964090290986,52.2395147357301113,181.0683025693536194,-2.0009795476830523,-0.2102492442067611
3,288.1382741429379166,345.5601502193956094,18.1147727757458590,84.5205916335233951,-2.9634654213628724,-2.9290289180141889,84.5101128295920461,3.2808004929945511,118.3290338301193003,1.0000000000000000,1.0000000000000000,1.0000000000000000,0.8110638191029077,549.7558135419852761,289.6552872709637541,52.9011638053585713,181.7657620446020132,-2.5562201944328891,-0.4072452269299832
4,293.0547471780248543,356.7654133607885569,17.8414258383328388,84.4113199305233479,-2.4760009742114750,-5.8946724608572945,83.1979278921532028,3.5821058410070439,120.1953011733979224,1.0000000000000000,1.0000000000000000,0.9999999999999999,0.8602038091617220,558.4285423510358441,294.2247737461019597,52.9571755469542396,182.5943588208644712,-2.1987019475934342,-0.2772990266180408
5,302.2515183097973477,370.0110572424292741,18.2911846456099738,83.9803293702836413,-2.4926273889005217,-8.3601328286258880,82.7644924155967772,1.3144730951591965,120.8247608139202356,1.0000000000000000,1.0000000000000000,1.0000000000000189,0.8616101599616669,576.0141225532596536,303.4902624591425706,56.0145165887131711,184.6629098393398181,-2.2116304573758687,-0.2809969315246528
6,308.2722390341587584,372.1636029939974151,18.7308586390687815,84.2346106560067938,-3.3599396222853062,-10.9318207734630892,84.0761213984327895,3.0142879355399943,118.9398349218616602,1.0000000000000000,1.0000000000000000,1.0000000000000000,0.7849883095848275,588.9587909096597969,310.3105480096364772,58.6089920409481877,186.1059075247264332,-2.8487076829747360,-0.5112319393105696
7,315.5066412353915553,382.7443700682723602,18.6855852423031408,84.1058020377532216,-3.1370517265393363,-14.3155578995015400,83.6370763887473743,5.3110150312500881,119.5641984604977068,1.0000000000000000,1.0000000000000000,1.0000000000000000,0.8046661799065213,602.3566295312269858,317.3695998634713646,59.8155856436002793,187.4520139768926867,-2.6814048474725536,-0.4556468790667826
8,322.7509072189145058,403.5910254638411629,18.1875877383768305,83.7972387983206204,-2.1136739414639232,-17.4301644322770244,81.0021579598658974,5.0455525987394001,123.4535011394967796,1.0000000000000000,1.0000000000000000,1.0000000000000000,0.9128045782249101,614.5263892390482852,323.7816016238099905,59.4583962244281281,188.3399942076336515,-1.9308966354309243,-0.1827773060329985
9,330.8314517453906092,424.0696890621844091,17.8142677792115229,83.5470871262619426,-1.3299089166823486,-19.5385261748957682,78.8780428096821851,3.7411919379603420,126.7779935175129538,1.0000000000000000,1.0000000000000000,0.9999999999999999,1.0251315880614165,628.8509895052549155,331.3289455589604131,59.5883464345659775,189.7211363338184640,-1.3608996043113328,0.0309906876289842
