period,rgdp,ngdp,iy,cy,tby,nfay,reer,rir,pi,tau_a,tau_s,tau_i,tau_t,y0,va0,i0,l0,y1,va1,i1,l1,y2,va2,i2,l2,tbsm0-0,tbsf0-0,tbsm1-0,tbsf1-0
0,278.0908651405551382,361.8836180436426844,18.3059424813638500,82.6258761006166367,-0.9318185819812682,1.9895899236675967,77.0514000228852893,2.5711937071042801,130.9157482822373879,1.0000000000000000,1.0000000000000000,1.0000000000000007,1.0000000000000000,198.9333374283971239,76.5368350706580571,13.4070349350206168,48.3916601247008487,296.2365623972573303,189.5361808373959889,38.1388905464502628,124.4770815543592448,27.7965879378211902,12.3367110896143348,1.4239429255931684,7.0624665254560837,-0.3568199005597894,0.1434164223160042,-0.6091869638323726,-0.1092281399051104
1,284.2136102961488859,370.4384255253150968,18.4097988596872462,82.5266055254530499,-0.9364043851392895,1.0599127105060391,77.0175999331221988,2.8924939529460403,130.8593261233056069,1.0000000000000000,0.9999999999999999,1.0000000000000233,1.0000000000000000,203.1474410515139937,78.1581528354055024,13.9087140408897998,48.9216279825475553,302.9120368792581530,193.8072401838760470,38.7707873700636867,125.2334709547821774,28.3583522718651935,12.5860339311462912,1.5503373361984318,7.2340201007644458,-0.3668255408124110,0.1459237262621349,-0.6061139765755359,-0.1093885940134775
2,288.8489087308730063,379.7396754955611868,18.3238679232358272,82.6232112352303290,-0.9470791584668301,0.1239681105243015,76.4460941179363829,2.1939148960498311,131.7666082169047286,1.0000000000000000,0.9999999999999999,1.0000000000086875,0.9999999999999999,206.1630368170513634,79.3183613692304732,14.1986856751498234,49.2879963323755419,308.2671879417381433,197.2335386528295658,38.8793803250056058,125.9632758153224614,28.5505123613331513,12.6713186255132229,1.6539785042174264,7.2986367002765462,-0.3816597254955101,0.1475792027951061,-0.6028626870435431,-0.1101359487228830
3,291.6673511166696926,385.8923885614379969,18.0071699518155413,82.9349710247943079,-0.9421409766091194,-0.8277577011550723,76.0212153904397638,2.1062949945073850,132.4625842770057602,1.0000000000000000,1.0000000000000000,1.0000000000000000,0.9999999999999999,207.7576395307505095,79.9318625876752833,14.2275232884597536,49.4277773624927619,311.9504203764038834,199.5901208490096508,38.3050627552291516,126.4929882847785194,28.2780202490261594,12.5503808877142582,1.7344019701949280,7.2181133961844139,-0.3881774452777246,0.1532257761098266,-0.5975986120879001,-0.1095906953533214
4,296.3441082009766774,392.3105632615016702,17.8636995611105363,83.0629724480674412,-0.9266720090190017,-1.7776126538122208,76.0196146262543095,2.3025385100556850,132.4126733697982274,1.0000000000000000,1.0000000000000000,0.9999999999999999,1.0000000000000000,210.8637723419059000,81.1269039907308525,14.4569687030434046,49.6785480869623015,317.3213083252239244,203.0264879918332497,38.3086465925281914,127.0487188492576962,28.4145717160127340,12.6109853043730471,1.8438610543818972,7.2226375882231935,-0.3867627119312649,0.1614901956400477,-0.5929450232952438,-0.1084544694325408
5,305.7008117623834096,401.0880862773627200,18.1429193166297971,82.7343807210350377,-0.8773000376419815,-2.7060078699483712,76.7386157252420276,1.6699361241972133,131.0751093213515901,1.0000000000000000,0.9999999999999999,1.0000000000000959,1.0000000000000000,217.7449561054332321,83.7743437492356122,15.2046105861844598,50.3842398563726377,326.9999153212732494,209.2189923573047849,39.7695069985772776,128.0284522989387881,29.5594560789356926,13.1191090945300335,2.0124791497201788,7.4769143600563046,-0.3680148646816293,0.1820458937258107,-0.5864447774674602,-0.1048862892187028
6,312.4200493798457501,406.2909378025158844,18.1025498887457452,82.7421683993997306,-0.8447182881240904,-3.5964937104696166,77.4276113197049227,1.7712276438855756,129.8511892100392799,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,222.4763731210634319,85.5946906476338540,15.5792690778886804,50.7893909896193705,334.3018654726168393,213.8908793558271384,40.2775320456777806,128.8203083486392870,30.0412984784839203,13.3329608984726633,2.1358211124557456,7.5380545277821192,-0.3532324100732929,0.1932550769127477,-0.5821769907391742,-0.1025639642243711
7,319.2781334683069190,411.7996310122456407,18.0373717059259207,82.7784002310783080,-0.8157719369837162,-4.4594130485555397,78.0685538846709051,2.6901022295628074,128.7399167446064894,1.0000000000000000,1.0000000000000000,1.0000000000000007,0.9999999999999999,227.2973506523485128,87.4494947089396959,15.9387972517640346,51.1769768674012724,341.7743945965312378,218.6719051005279368,40.7589562458413255,129.6522417071952020,30.5137529687581193,13.5426461505813673,2.2628104536587634,7.5809602461506156,-0.3393141510332027,0.2028291256448701,-0.5786959267429201,-0.1005909848524634
8,325.5877335475217365,420.7581602068793245,17.9013055497566285,82.8887095276196391,-0.7900150773565698,-5.3017553777992701,77.9375975987837251,3.2582684936417028,128.9422174225641129,1.0000000000000000,1.0000000000000000,1.0000000000000000,1.0000000000000000,231.6638120770226124,89.1294300190430562,16.2253253398778092,51.4360320921717360,348.8000170555222326,223.1669938839876863,41.0337725761267791,130.3516809045937350,30.8564398368621404,13.6947377992204373,2.3906768338776470,7.5712828444723064,-0.3326628636346903,0.2148755364150366,-0.5735426015899396,-0.0986851485469766
9,333.1692063891229623,432.5206755925495372,17.8501666485593340,82.9249108078704324,-0.7750774564113797,-6.1191914804771042,77.6118231556459648,2.7102916552312895,129.4744672712143370,1.0000000000000000,1.0000000000000000,0.9999999999999999,1.0000000000000000,237.0006023058315634,91.1826858424721962,16.6530805162205979,51.8360087849164799,357.0670589433540840,228.4563596988029133,41.6371730415234182,131.3404128131859636,31.4531854367277290,13.9595860631875226,2.5503831541010662,7.6199708165036473,-0.3310946116019582,0.2238790841234509,-0.5700863211031177,-0.0977756078297546
