period,rgdp,ngdp,iy,cy,tby,nfay,reer,rir,pi,tau_a,tau_s,tau_i,tau_t,y,va,i,l,tbsm-0,tbsf-0
0,290.6828393915393463,291.1940727290746054,24.4875186747999933,75.1850681087168482,0.3274132164831351,2.4725778009564232,99.8308192978656308,3.5600000000000076,100.1694674082856267,1.0000000000000000,0.9711947455155489,1.7609025865206680,1.0000000000000000,551.7061144008229121,290.6828615896267820,71.1855666046444924,191.8066627510007720,-0.2834282081989842,0.6108414246821193
1,298.6535172954276618,289.7758845102669625,24.1455812668999847,75.4586874148711644,0.3428900403364983,2.9138619366201057,103.0003931400376160,3.7500000000000089,97.0870080699999818,1.0000000000000000,0.9426908406133149,1.9814890777754468,0.9555087160212131,566.8369943498229304,298.6550180822571861,72.0673889093972235,192.8795661731057862,-0.2975838278120635,0.6404738681485619
2,306.0314590260177852,282.7972015921736784,24.1475693192999863,75.3916835865739472,0.3038949796267829,3.4622619536858279,108.0333916071498237,3.9600000000000080,92.5639735199999620,1.0000000000000000,0.9220309831733293,2.4789168152986263,0.8801868832607237,580.8683014864950565,306.0478317630705760,73.7745449883434219,194.6823052737275646,-0.3719650729179772,0.6758600525447602
3,310.6982070321421929,267.4919411250845087,23.1280932441999951,76.0248325871159807,0.5784466644568496,4.1393208297939506,115.7104499279129328,2.9700000000000060,86.4226178899999979,1.0000000000000000,1.0044925382820331,1.0974829143702112,0.8110638191029077,589.7404837208022172,310.7224062386751484,71.5851788276927721,195.0516967553903953,-0.2613806336843533,0.8398272981412028
4,317.3531625468071979,275.7620118370908244,22.8589959915000023,75.9858546581759668,0.9728628957020885,4.7121977761411458,114.6556699621717286,3.5700000000000065,87.2176666299999965,1.0000000000000000,0.9656918200841627,1.6116523201458728,0.8602038091617220,602.3260137271270196,317.3534690117128889,72.2748379629751554,195.9315878353876315,0.0181165573866387,0.9547463383154499
5,329.5400492856406345,277.1334442993012885,23.0675590782999933,75.3369872335203041,1.4192216043498540,5.8588796848985254,118.3444722381408098,3.5900000000000043,84.4990882200000186,1.0000000000000000,0.9464228677633278,2.0544204583409673,0.8616101599616669,625.4678221616492237,329.5464226921549198,75.6551607078026223,198.5689075430856008,0.2923693466519192,1.1268522576979350
6,338.0749085931333866,268.6392362948030836,22.5563939780000027,75.7044807998147178,1.4337506132970730,7.7777758623643454,125.0403593393041177,2.3499999999999854,79.9741783599999820,1.0000000000000000,1.0148927881022241,1.0924613994539025,0.7849883095848275,641.6551689446431510,338.0752103231105252,75.7686115203074309,199.6614159701098004,0.2414006661079118,1.1923499471891612
7,345.9987118115554949,275.6383837673644734,22.0466198365999908,76.0966075308719354,1.5894342002800266,9.1885969315892364,124.7333773853204377,2.2900000000000142,80.1710032199999745,1.0000000000000000,1.0727133292982676,0.1878029282222722,0.8046661799065213,656.6977110283550019,346.0008233702390612,75.7991594868549328,200.2588327696732620,0.3553586196669472,1.2340755806130794
8,353.9105956429798994,301.6868956263442669,22.2636765570999913,75.9600106681012477,1.6739529585690509,10.0729310434161441,116.7777768540526324,2.5599999999999845,85.6327314099999910,1.0000000000000000,1.0460241233841143,0.3694044755318920,0.9128045782249101,671.7890254352230386,353.9521335740445807,78.4356560294905734,201.2063125497082865,0.4808995357226526,1.1930534228463980
9,364.5893305149430148,326.3276226140538370,22.9444206776000144,75.2299960094326536,1.8509952042358675,11.1378996712057514,111.3064717161715436,2.5000000000000133,89.8420356499999713,1.0000000000000000,1.0267612480363764,0.7799461943723679,1.0251315880614165,692.2543780666564999,364.7349164924588081,83.3395881761496327,203.7433473756221076,0.6455159224137258,1.2054792818221420
